,0
Cc1ccccc1OCCn1c2ccccc2nc1CNC,"['CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21', 'C=C[C@@](C)(O)CC/C=C(\\C)C(=O)O[C@@H]1[C@@H]2O[C@]2(C)[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C[C@]21O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C', 'CCN(CC)C[C@@H]1OC[C@@H](NC(=O)c2cccs2)[C@H]1O', 'CC1=CC[C@@]2(C)[C@@H]([C@@H](OC(=O)c3ccc(O)cc3)C1)[C@@](O)(C(C)C)C[C@H]2O', 'CC(C)=CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)O[C@@H]1C(C)(C)OC(=O)C=C(C)C', 'CCCCC/C=C\\C/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@@](=O)(O)O[C@H]1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O', 'C[C@H]1CC(=O)C2=C(CC[C@]3(O)[C@H]2C(=O)c2cccc(O)c2[C@@H]3O)C1', 'CN(Cc1ccccc1)[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CNC(=O)N1CCOCC1', 'CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)O', 'CC(C)c1cc2c(cc1O)[C@]1(C)CCC[C@@](C)(CO)[C@H]1CC2', 'CC(C)(O)[C@H]1CC(=O)[C@@]2(C)[C@@H](CC[C@](C)([C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c3ccoc3)[C@]23O[C@@H]3C(=O)O)[C@]1(CO)[C@@H](O)CC(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@H]2C3=O)O1', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC']"
CCCc1ccc(cc1)OCC(CN1CCC(C)CC1)O,"['CCCCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@@H](O)COC(=O)CCCCCCCCCCCCCCCCC', 'COc1ccc2c(CN)cccc2c1', 'O=C(N[C@H]1CCN2C(=O)c3cc(-c4ccsc4)ccc3NC(=O)[C@H]12)C1CCCC1', 'O=C(O)/C=C\\C(=O)Oc1ccc(Cl)cc1', 'CC(=C/C=C\\C=C(C)\\C=C\\C=C(C)\\C=C\\[C@]12O[C@]1(C)C[C@H](O)CC2(C)C)/C=C/C=C(C)\\C=C\\[C@@]12O[C@@H](CC1(C)C)C[C@@]2(C)O', 'CCCCCC/C=C/CCCCCCCC(=O)OCC', 'Cc1cccc(C)c1C(=O)O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O', 'O=S(=O)(O)O[C@@H](CO)[C@H](O)C[S@@+]1C[C@@H](O)[C@H](O)[C@H]1CO', 'C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C(=O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@H]12', 'CCCCCC/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC', 'O=C1N[C@H]2CS[C@H](CCCCC(=O)N3C(=O)C[C@@H](S(=O)(=O)O)C3=O)[C@@H]2N1', 'C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N', 'CCc1nccnc1CC', 'C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)COP(=O)(O)O', 'CCCNC(=O)OC[C@H]1C[C@@H]2CCN1C[C@@H]2c1cc(C2CCCCC2)nn1C']"
C1C2=C(C(=O)O1)C1(C(C#N)=C(N)N2c2ccc(cc2)C(F)(F)F)C(Nc2ccccc12)=O,"['COC(=O)[C@H](NC(=O)[C@@H]1[C@@H](NC(=O)NC2CCCCC2)CCN1C(=O)CC(C)(C)C)C(C)C', 'COCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O', 'CC[C@@H](C)[C@H](N)C(=O)N[C@@H](C(=O)O)[C@H](C)CC', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'Nc1nc(Cl)c2cc[nH]c2n1', 'CC(C)c1sc([C@@H]2Cc3ccccc3CN2)nc1C(=O)O', 'CC(C)=CCC[C@](C)(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)C[C@@]12C', 'C[C@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O', 'Oc1ccc2cc1Oc1ccc(cc1)CCc1cccc(c1)Oc1c(O)cccc1CC2', 'Cn1c([C@@H]2CCc3cc(O)ccc3C2)cccc1=O', 'N=C(N)CNC(=O)OCc1ccccc1', 'CC(C)=C1CC[C@]2(COC(=O)Cc3ccccc3)[C@@H](OC(=O)c3cccnc3)/C=C(\\C)CC[C@H]3O[C@@]3(C)C[C@H](OC(=O)c3cccnc3)[C@@H]12', 'C1CN2CCN1CC2', 'CCCCOC(CCCC)OCCCC', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC']"
C(COCc1ccc(cc1)[Cl])NCC1(CNCCOC1)O,"['O=S(=O)(c1cccc(C(F)(F)F)c1)N1c2ccccc2-n2cccc2[C@H]1c1cccnc1', 'C#CCN1C(C)=C(C(=O)OC)[C@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C', 'CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC', 'C[C@@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]21', 'CC(C)=CCc1c(O)ccc2oc3cc4c(c(O)c3c(=O)c12)C=CC(C)(C)O4', 'Cc1cn([C@@H]2CO[C@H](COP(=O)(O)O)[C@@H](O)C2)c(=O)[nH]c1=O', 'CC/C=C/C[C@H]1C(=O)CC[C@H]1CC(=O)OC', 'Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1', 'CCCC/C=C/C=C/C=C\\C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@H]2O[C@@H]2C1=O', 'CC(C)[C@H]1OC[C@H](C)O1', 'COc1c2c(c(C)c3c1C(=O)OC3)O[C@]1(C)C[C@H](OC(C)=O)[C@@]34O[C@@](OC)(CC[C@]3(C)[C@H]1C2)OC4(C)C', 'CCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC', 'CN[C@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O', 'CC[C@H](C)[C@@H]1NC(=O)[C@@H]2[C@H](CCN2C(=O)CN(C)C)Oc2ccc(cc2)C=CNC1=O', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC']"
Cn1cc(cn1)c1cnn2c(c(c([C@H]3CCCNC3)nc12)[Br])N,"['N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O', 'CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1', 'Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12', 'CCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC', 'COc1cc(OC)c2c(=O)c(O[C@@H]3O[C@@H](CO[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(OC)c(OC)c3)oc2c1', 'COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1', 'CCCCC/C=C\\C[C@@H](O)/C=C/C=C/CCC(=O)CCCC(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1', 'O=C1CCCCCCCCCCCCCC1', 'COC(=O)[C@@H](O)c1ccccc1Cl', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC', 'CCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC']"
Cc1nnc2c(Nc3cccc(c3)C(F)(F)F)nc3ccccc3n12,"['CC(C)(O)c1ccc2c(c1)[C@H](O)C[C@@H]1[C@](C)(C(=O)O)CCC[C@@]21C', 'CC(=O)CCCCCCCCCCCC[C@@H]1CC[C@H](O)[C@H](C)N1', 'CC1=CC(=O)O[C@H]2C[C@H]3O[C@H]4C[C@@H](C)[C@H]5O[C@H]6C[C@H]7O[C@@]8(C)CC=C[C@H]9O[C@H]%10C[C@H]%11O[C@H](CC(=O)CCl)C[C@H](O)[C@]%11(C)O[C@@H]%10C[C@@H]9O[C@@H]8C[C@]7(C)O[C@]6(C)CC[C@@H]5O[C@@H]4C[C@]3(C)O[C@@H]12', 'CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\\CC/C(C)=C\\Cc1ccccc1O', 'C[C@@]12CC[C@@H](O)[C@@](C)(CO)[C@H]1Cc1sc(NC(=O)c3cccs3)nc1[C@H]2CC(=O)NCc1cccnc1', 'CCCCCCCCCC[C@H](O)[C@H](O)CC[C@@H](O)[C@@H]1CC[C@H]([C@@H]2CC[C@@H](CCCCCCC[C@@H](O)CC3=C[C@@H](C)OC3=O)O2)O1', 'CCO[C@@H](Cc1ccc(O)cc1)c1cc(O)c(O)c(OC)c1', 'CC1=NC[C](CNC(=O)c2cnc(CNS(=O)(=O)c3ccc(F)c(F)c3)c(C)n2)S1', 'CCCCCCCCC/C=C\\CCCC[C@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCC', 'CC(C)C[C@@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12', 'NCCS[C@@H]1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O', 'Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)C[C@H]([C@@](O)(CO)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)O3', 'CCc1ccc2ccccc2c1Cc1c(C[C@H](Cc2cnc[cH-]2)[C@H](O)[C@@H]2C=C[C@H](O)[C@@](Cc3ccc(O)c(OC)c3)(c3cc(O)cc(CNC)c3)C2=O)ccc(O)c1OC', 'O=C(CBr)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O', 'C[C@H]1[C@@]2(O)[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2']"
C1CCN(CC1)C[C@@H]1CN(C[C@@H]1CO)C(c1cn2cc(cnc2n1)[Cl])=O,"['COc1cccc(C(=O)CS[C@H]2CCN(Cc3ccccc3Cl)C/C2=C\\C(=O)O)c1', 'CC(=O)OC[C@@]1(O)C[C@@]23CC[C@H]4[C@](C)(C=O)CCC[C@]4(C)[C@H]2CC[C@H]1C3', 'COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1Cc1ccc(F)cc1', 'CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC=C(C)C)/C(C)=C/COc1ccc(CCNC(=O)c2ccccc2)cc1', 'CC(C)(C)OC(=O)N1CC=CC[C@@H]1c1cccnc1', 'C[C@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@@]13COC(=O)[C@@H]1C[C@@H]1O[C@@H]1[C@H]32', 'CCOC(=O)CSc1cccc(Cl)n1', 'CC(C)[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@@H](O)CO[P@@](=O)(O)OCC[N+](C)(C)C', 'N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)O', 'O[C@]12CO[C@@H](c3ccc4c(c3)OCO4)[C@H]1CO[C@@H]2c1ccc2c(c1)OCO2', 'CC(C)=CCC/C(C)=C\\Cc1c(O)cc(O)c(CC=C(C)C)c1-c1cc2ccc(O)cc2o1', 'O=C(NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O)c1ccncc1', 'C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CN2', 'COc1ccc2[nH]cc(CCNS(=O)(=O)Cc3ccccc3)c2c1']"
C(CC(O)=O)C1CCC(CC1)(c1cc(ccc1F)F)S(c1ccc(cc1)[Cl])(=O)=O,"['CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO', 'N#CC(CCN1CCC(C(=O)OCCOc2ccccc2)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1', 'CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN([35S](C)(=O)=O)c1ccccc12', 'CC[C@@H]1CC(=O)C2=C1CCCN2', 'CC(C)CN/C(N)=N/CC[C@H]1Cc2c3cc(c(O)c2O[C@@H]1O)CC#Cc1c(ccc(O)c1OCO)CCC(=O)C[C@H](O)CC3', 'CCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC', 'CC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C', 'Cn1cc(-c2ccnc3c2OCCNC3)c(-c2ccc(F)cc2)n1', 'O=C(NC[C@H]1OC[C@@H](NC2CCNCC2)[C@@H]1O)c1ccccc1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC', 'O[C@@H]1C[C@@H](c2nc(-c3ccncc3)no2)N(Cc2cccs2)C1', 'COc1cccc2c1[C@H](CN)c1ccccc1C2', 'CC(C)(O)CC[C@H]1OC(C)(C)O[C@]1(C)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C', 'CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1', 'Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O']"
C1CN(CCC1Oc1ccc(cc1)F)c1cc(NCCO)nc(N)n1,"['CC(=O)O[C@H]1C=C([C@H](C)[C@@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@@H]3[C@H](C[C@@H]4O[C@@]45[C@H](O)C=CC(=O)[C@]35C)[C@@]12O', 'CCCCC[C@@H]1C=C[C@@H](CCCCC[C@H](C(=O)O)[C@H](O)CC[C@@]2(O)C[C@@H](Cc3ccnc(N)c3)C[C@H]2CC2=Cc3cc4c(cc3=N2)N=CC=4)[C@H](O)C1', 'CC[C@H](S)[C@@H](C)CO', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'COCC(=O)N[C@H]1CCN2C(=O)N(c3ccc(OC(F)(F)F)cc3)C(=O)[C@@H]2C1', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'C[C@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@H](O)/C=C/C=C/C=C/CO)OP(=O)(O)O', 'COc1ccc(CN2CCN3C(=O)N(C)C[C@H]3C2)cn1', 'O=C(N[C@@H](Cc1ccc2nc(Oc3ccccc3)ccc2c1)C(=O)O)c1c(Cl)cccc1Cl', 'CCNc1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC', 'O=C(Nc1ccccc1)N[C@@H]1[C@H]2CO[C@H](O2)[C@H](n2cccn2)[C@H]1O', 'CCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC', 'CC1(C)O[C@]23C[C@H]1CC[C@]2(C)CCCC3=O', '[C-]#[N+]c1ccccc1']"
CCCCc1ccc(cc1)n1nc2ccc(cc2n1)N,"['CC(C)=CCc1c(O)ccc(C(=O)[C@@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4O)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2)c1O', 'COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1', 'COc1cc(N(C)C[C@@H]2CCC3=C(C2)C(N)=N[C@H](N)N3)cc(OC)c1OC', 'COc1c(O)c(O)cc2c1CC[C@H]1[C@@H]2O[C@H]2C[C@@H](c3ccc(O)cc3)CC[C@@H]2[C@H]1O', 'C=CC[C@H](C)C[C@@H](C)CC(C)C', 'COC1=C[C@@H](C)[C@@H]2C[C@H]3O[C@H](O)C[C@H]4[C@](C)(O)[C@H](O)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C', 'C[C@@H]1O[C@@H]1P(=O)(O)O', 'COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C', 'c1ccc2[nH]c([C@H]3CCN(C4CCC4)C3)nc2c1', 'CSC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCCC(=O)O', 'O=C1O[C@@H]2C[C@H]3C[C@@H]1C[C@](O)(C3)C2', 'N[C@@H](CS[C@H](/C=C/C=C/C=C\\C/C=C\\CCCCC(=O)O)[C@@H](O)CCCC(=O)O)C(=O)O', 'CCCCCCCCCCCCCC[C@H](O)C=O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)O/C=C\\CCCCCC/C=C\\CCCCCCCC', 'CC(=O)CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C']"
Cc1c(CCN(C)c2c3CCNCc3nc(n2)N(C)C)scn1,"['CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O', 'C/C=C(\\C)C(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC[C@H]4[C@]2(C[C@@]2(O)[C@H]5CN6C[C@H](C)CC[C@@H]6[C@@](C)(O)[C@]5(O)[C@@H](O)C[C@@]42O)O[C@@]13O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OCCCCCCCCCCCCCCCCCC', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC', 'O=C(O)C(=O)N(Cc1cccc(Cl)c1)Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)s1', 'COc1ccc(C(=O)Nc2ccc(-c3noc([C@@H]4CCCN4Cc4cc(OC)c(OC)c(OC)c4)n3)cn2)cc1', 'CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC', 'CC(C)CCN1CC[C@H](c2nnc(-c3cccnc3)o2)C1', 'CCOc1cc(CN2CCC(Nc3nc4cc(OC(F)(F)F)ccc4o3)CC2)ccc1OC', 'c1cc2sccc2c(N2CCNCC2)n1', 'COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC', 'C[C@]12CC[C@H]3[C@@H](C[C@H](O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O', 'COc1cc(C[C@H]2C(=O)OC[C@@H]2C(=O)c2ccc(O)c(OC)c2)ccc1O', 'CC1=C[C@@H](CN)[C@H](C(C)C)C[C@H]1Cc1nc2cccc(C)c2[nH]1']"
CC1=Nc2ccccc2C(N1CCNc1cccc2ccccc12)=O,"['CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC', 'CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@@]3(C)[C@@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@@H]5O[C@@]534)[C@@]12C', 'C=CCn1cc2c3c(cccc31)[C@H](CC(C)C)N[C@H](C(=O)NCCN1CCOCC1)C2', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O[C@H]3/C=C(/C=O)CC/C=C(\\C)CC/C=C(\\C)C3)cc3c(c12)OCO3', 'C=C[C@@](C)(O)CC[C@H]1C(=C)CC[C@@H]2[C@@](C)(CO)CCC[C@]12C', 'Cc1cc(=O)c2cc3c(cc2o1)O[C@@]1(CCC[C@@H]([C@H]2CNC(=O)C2)C1)[C@H](OOC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C3', 'N[C@@H]1C=CC=C(C(=O)O)C1', 'O=C(O)C[C@H]1C(=O)O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@H]1[C@H](O)C(=O)O3', 'NC(=O)c1cc[n+](CCCN2C=CC(=CN=O)C=C2)cc1', 'COc1ccc(CN2CC[C@@H]3[C@H]2C(=O)NC[C@H](CCC(=O)NCc2ccc(F)cc2)N3C)cc1', 'CC1(C)C[C@@H](O)C[C@]2(C)OC(=O)C=C12', 'CN(C)CCCN1c2ccc3ccccc3c2Sc2cccc(Cl)c21', 'CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C\\C=C(C)\\C=C\\C=C(/C)CC/C=C(\\C)CCCC(C)C', 'O=C1[C@@H](O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O']"
